Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
13, 24, 22, 0.074281, 0.082633, 0.074281, 0.009717, 512, 0.355115, 0.229613, 224, 128, 64, 0.861229, 32908, 30376, 3835, 6362, 0.671884, 0.963751, 9823, 15727, 357, 604, 0.770058
14, 16, 12, 0.090205, 0.113132, 0.090205, 0.009563, 256, 0.443487, 0.034351, 224, 128, 64, 0.883698, 32824, 32111, 2100, 6446, 0.641204, 0.958621, 9827, 15587, 497, 600, 0.757787, *
15, 28, 17, 0.080225, 0.088923, 0.080225, 0.006509, 128, 0.456281, 0.093042, 224, 128, 64, 0.859487, 34589, 28567, 5644, 4681, 0.671884, 0.962318, 9868, 15644, 440, 559, 0.770058, *
16, 26, 15, 0.063909, 0.069705, 0.063909, 0.006346, 128, 0.005545, 0.445918, 224, 128, 64, 0.821097, 36807, 23528, 10683, 2463, 0.794602, 0.968051, 9989, 15675, 409, 438, 0.788466, *
17, 35, 28, 0.066954, 0.079703, 0.066954, 0.002830, 256, 0.277104, 0.408997, 224, 128, 64, 0.850519, 33342, 29155, 5056, 5928, 0.696427, 0.967221, 9849, 15793, 291, 578, 0.782330, *
18, 65, 47, 0.047256, 0.054416, 0.047256, 0.002815, 256, 0.182012, 0.113995, 224, 128, 64, 0.853690, 34434, 28296, 5915, 4836, 0.770668, 0.976538, 10041, 15848, 236, 386, 0.776194
19, 35, 27, 0.070771, 0.079875, 0.070771, 0.009472, 256, 0.270755, 0.249880, 224, 128, 64, 0.847961, 33847, 28462, 5749, 5423, 0.720971, 0.964694, 9917, 15658, 426, 510, 0.776194, *
20, 77, 42, 0.034053, 0.039488, 0.034053, 0.000494, 128, 0.103073, 0.175739, 224, 128, 64, 0.744111, 30681, 23997, 10214, 8589, 0.721465, 0.982649, 10169, 15882, 202, 258, 0.782330, *
21, 28, 16, 0.064588, 0.067242, 0.064588, 0.001564, 128, 0.107166, 0.003245, 224, 128, 64, 0.849294, 33631, 28776, 5435, 5639, 0.727663, 0.968240, 9896, 15773, 311, 531, 0.788887, *
22, 83, 50, 0.036551, 0.046931, 0.036551, 0.001450, 128, 0.098660, 0.194260, 224, 128, 64, 0.825628, 35255, 25413, 8798, 4015, 0.745515, 0.982913, 10185, 15873, 211, 242, 0.788466
23, 50, 28, 0.045461, 0.052841, 0.045461, 0.001243, 128, 0.110217, 0.186013, 224, 128, 64, 0.851145, 34261, 28282, 5929, 5009, 0.733243, 0.978801, 10069, 15880, 204, 358, 0.788466, *
24, 135, 79, 0.019440, 0.020787, 0.019440, 0.000347, 128, 0.006529, 0.003123, 224, 128, 64, 0.695445, 30002, 21100, 13111, 9268, 0.806874, 0.991438, 10316, 15968, 116, 111, 0.795114, *
25, 31, 17, 0.049471, 0.050739, 0.049471, 0.001755, 128, 0.005022, 0.005646, 224, 128, 64, 0.820607, 37213, 23086, 11125, 2057, 0.813010, 0.977971, 10058, 15869, 215, 369, 0.795193, *
26, 35, 20, 0.045652, 0.048438, 0.045652, 0.000843, 128, 0.051967, 0.054333, 224, 128, 64, 0.805365, 35839, 23340, 10871, 3431, 0.788466, 0.977783, 10059, 15863, 221, 368, 0.788466, *
27, 35, 21, 0.044795, 0.051802, 0.044795, 0.002201, 128, 0.052755, 0.077151, 224, 128, 64, 0.717995, 36899, 15860, 18351, 2371, 0.813245, 0.978009, 10165, 15763, 321, 262, 0.788466, *
28, 113, 67, 0.023895, 0.028787, 0.023895, 0.000139, 128, 0.147774, 0.004803, 224, 128, 64, 0.724146, 37675, 15536, 18675, 1595, 0.837554, 0.988873, 10290, 15926, 158, 137, 0.788921, *
29, 19, 11, 0.084107, 0.110887, 0.084107, 0.005488, 128, 0.296490, 0.012982, 224, 128, 64, 0.851445, 35074, 27491, 6720, 4196, 0.696427, 0.959036, 9883, 15542, 542, 544, 0.770234, *
30, 57, 29, 0.047990, 0.061281, 0.047990, 0.008063, 128, 0.141477, 0.131001, 224, 128, 64, 0.847416, 36778, 25491, 8720, 2492, 0.825513, 0.975859, 10048, 15823, 261, 379, 0.782330, *
31, 33, 18, 0.070817, 0.086418, 0.070817, 0.003589, 128, 0.316403, 0.494517, 224, 128, 64, 0.862468, 33731, 29644, 4567, 5539, 0.690291, 0.966127, 9942, 15671, 413, 485, 0.770058, *
32, 122, 69, 0.029638, 0.038367, 0.029638, 0.001091, 128, 0.069828, 0.298873, 224, 128, 64, 0.758754, 35498, 20256, 13955, 3772, 0.770234, 0.985251, 10225, 15895, 189, 202, 0.782330, *
33, 64, 33, 0.034993, 0.044061, 0.034993, 0.002332, 128, 0.020099, 0.075356, 224, 128, 64, 0.892367, 36631, 28941, 5270, 2639, 0.770058, 0.983215, 10152, 15914, 170, 275, 0.794602, *
34, 111, 80, 0.036184, 0.044084, 0.036184, 0.000192, 256, 0.407592, 0.151351, 224, 128, 64, 0.798996, 37211, 21500, 12711, 2059, 0.764319, 0.981781, 10150, 15878, 206, 277, 0.782503
35, 29, 15, 0.072310, 0.079842, 0.072310, 0.004273, 128, 0.152703, 0.022886, 224, 128, 64, 0.861216, 34221, 29062, 5149, 5049, 0.714835, 0.965109, 9890, 15696, 388, 537, 0.782330, *
36, 52, 31, 0.047792, 0.052267, 0.047792, 0.000762, 128, 0.216785, 0.065219, 224, 128, 64, 0.844708, 35181, 26889, 7322, 4089, 0.763922, 0.977858, 10066, 15858, 226, 361, 0.788466
37, 39, 38, 0.037814, 0.047572, 0.037814, 0.001918, 512, 0.081461, 0.220109, 224, 128, 64, 0.832800, 35889, 25306, 8905, 3381, 0.757787, 0.982196, 10153, 15886, 198, 274, 0.788638
38, 65, 35, 0.041705, 0.048996, 0.041705, 0.000119, 128, 0.233023, 0.278461, 224, 128, 64, 0.816306, 33271, 26712, 7499, 5999, 0.777213, 0.978349, 10132, 15805, 279, 295, 0.782503, *
39, 37, 21, 0.055118, 0.061543, 0.055118, 0.005048, 128, 0.027229, 0.329106, 224, 128, 64, 0.850179, 36290, 26182, 8029, 2980, 0.777085, 0.972276, 10011, 15765, 319, 416, 0.788709, *
40, 26, 23, 0.076976, 0.084096, 0.076976, 0.002983, 512, 0.400821, 0.121819, 224, 128, 64, 0.878948, 33096, 31490, 2721, 6174, 0.641204, 0.964883, 9872, 15708, 376, 555, 0.782575
41, 16, 12, 0.081637, 0.090961, 0.081637, 0.008927, 256, 0.128627, 0.000546, 224, 128, 64, 0.883929, 34858, 30094, 4117, 4412, 0.678575, 0.962355, 9825, 15688, 396, 602, 0.770058, *
42, 58, 35, 0.054305, 0.062611, 0.054305, 0.004020, 128, 0.176157, 0.166770, 224, 128, 64, 0.804548, 34594, 24525, 9686, 4676, 0.678020, 0.972841, 10024, 15767, 317, 403, 0.776194, *
43, 21, 19, 0.068891, 0.082019, 0.068891, 0.004716, 512, 0.325902, 0.202492, 224, 128, 64, 0.854738, 31834, 30973, 3238, 7436, 0.665748, 0.966995, 9846, 15790, 294, 581, 0.770058
44, 22, 13, 0.076720, 0.084598, 0.076720, 0.003467, 128, 0.198516, 0.037081, 224, 128, 64, 0.866809, 34078, 29616, 4595, 5192, 0.635068, 0.962544, 9875, 15643, 441, 552, 0.763922, *
45, 24, 20, 0.083200, 0.085729, 0.083200, 0.006677, 512, 0.499898, 0.092006, 224, 128, 64, 0.855731, 31614, 31266, 2945, 7656, 0.622796, 0.960809, 9810, 15662, 422, 617, 0.763922
46, 35, 25, 0.065732, 0.076293, 0.065732, 0.000695, 256, 0.380731, 0.489136, 224, 128, 64, 0.761163, 29675, 26256, 7955, 9595, 0.708699, 0.967523, 9960, 15690, 394, 467, 0.770058, *
47, 59, 35, 0.052075, 0.067105, 0.052075, 0.007612, 128, 0.234578, 0.371198, 224, 128, 64, 0.780882, 33763, 23617, 10594, 5507, 0.708699, 0.974803, 10053, 15790, 294, 374, 0.776194, *
48, 34, 19, 0.050361, 0.058103, 0.050361, 0.002545, 128, 0.075892, 0.025095, 224, 128, 64, 0.855854, 35468, 27421, 6790, 3802, 0.758224, 0.976613, 10078, 15813, 271, 349, 0.788466, *
49, 21, 20, 0.053708, 0.056474, 0.053708, 0.005773, 512, 0.029371, 0.099359, 224, 128, 64, 0.824948, 35856, 24762, 9449, 3414, 0.758186, 0.973445, 9988, 15819, 265, 439, 0.788466, *
Best model
{'batch_size': 128, 'dropout_rate': 0.006529174320072245, 'dropout_rate_1': 0.0031229254715701496, 'layer': 224, 'layer_1': 128, 'layer_2': 64, 'lr': 0.0003474727731525673}
