Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
15, 40, 39, 0.033308, 0.036274, 0.033308, 0.006509, 512, 0.456281, 0.093042, 224, 128, 64, 0.827588, 30343, 30469, 3742, 8927, 0.416569, 0.963789, 9820, 15731, 353, 607, 0.542663
16, 125, 28, 0.030858, 0.039490, 0.030858, 0.006346, 32, 0.005545, 0.445918, 224, 128, 64, 0.839265, 33020, 28650, 5561, 6250, 0.500715, 0.965826, 9778, 15827, 257, 649, 0.621938
17, 100, 32, 0.026633, 0.034041, 0.026633, 0.002830, 64, 0.277104, 0.408997, 224, 128, 64, 0.818769, 31869, 28295, 5916, 7401, 0.475892, 0.972427, 9957, 15823, 261, 470, 0.511629
18, 191, 62, 0.022640, 0.026860, 0.022640, 0.002815, 64, 0.182012, 0.113995, 224, 128, 64, 0.866659, 34362, 29321, 4890, 4908, 0.525759, 0.965071, 9561, 16024, 60, 866, 0.728749
19, 157, 50, 0.033901, 0.048024, 0.033901, 0.009472, 64, 0.270755, 0.249880, 224, 128, 64, 0.854221, 31062, 31707, 2504, 8208, 0.430343, 0.965109, 9750, 15836, 248, 677, 0.547924
20, 231, 53, 0.016906, 0.020799, 0.016906, 0.000494, 32, 0.103073, 0.175739, 224, 128, 64, 0.820062, 31806, 28453, 5758, 7464, 0.546495, 0.971785, 9715, 16048, 36, 712, 0.759065
21, 137, 31, 0.019609, 0.022798, 0.019609, 0.001400, 32, 0.113271, 0.001169, 224, 128, 64, 0.827425, 31315, 29485, 4726, 7955, 0.606089, 0.966731, 9587, 16042, 42, 840, 0.797368
22, 203, 47, 0.021678, 0.025121, 0.021678, 0.001450, 32, 0.122605, 0.194260, 224, 128, 64, 0.874580, 34689, 29576, 4635, 4581, 0.598531, 0.964505, 9538, 16032, 52, 889, 0.799007
23, 91, 94, 0.020163, 0.022141, 0.020163, 0.001243, 512, 0.299600, 0.002774, 224, 128, 64, 0.889863, 33281, 32107, 2104, 5989, 0.627010, 0.968277, 9640, 16030, 54, 787, 0.747079
24, 424, 95, 0.015367, 0.016214, 0.015367, 0.000210, 32, 0.060376, 0.059383, 224, 128, 64, 0.803459, 30673, 28366, 5845, 8597, 0.469348, 0.971634, 9700, 16059, 25, 727, 0.830202
25, 264, 61, 0.020378, 0.023344, 0.020378, 0.001755, 32, 0.056524, 0.156840, 224, 128, 64, 0.870973, 34110, 29890, 4321, 5160, 0.553886, 0.967674, 9609, 16045, 39, 818, 0.782232
26, 410, 94, 0.016459, 0.018728, 0.016459, 0.000116, 32, 0.314709, 0.079692, 224, 128, 64, 0.755297, 28041, 27459, 6752, 11229, 0.698987, 0.972955, 9760, 16034, 50, 667, 0.767504
27, 99, 96, 0.015746, 0.016530, 0.015746, 0.000791, 512, 0.000095, 0.209987, 224, 128, 64, 0.798778, 27358, 31337, 2874, 11912, 0.334880, 0.973747, 9765, 16050, 34, 662, 0.790010
28, 236, 55, 0.025505, 0.032476, 0.025505, 0.002180, 32, 0.391924, 0.130340, 224, 128, 64, 0.819994, 34558, 25696, 8515, 4712, 0.531286, 0.968277, 9705, 15965, 119, 722, 0.630726
29, 167, 39, 0.026886, 0.035319, 0.026886, 0.005486, 32, 0.231315, 0.069242, 224, 128, 64, 0.800112, 30947, 27846, 6365, 8323, 0.522482, 0.967825, 9775, 15883, 201, 652, 0.607824
Best model
{'batch_size': 32, 'dropout_rate': 0.2553103514775171, 'dropout_rate_1': 0.1467622745936038, 'layer': 224, 'layer_1': 128, 'layer_2': 64, 'lr': 0.00036046755828015616}
