Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
15, 9, 12, 0.114521, 0.127168, 0.114521, 0.006509, 256, 0.071629, 0.126271, 64, 128, 64, 0.926474, 46564, 76242, 4176, 5570, 0.739249, 0.947744, 7386, 6543, 300, 468, 0.789160
16, 14, 11, 0.145254, 0.265620, 0.145254, 0.006346, 512, 0.240367, 0.207741, 64, 128, 128, 0.917497, 48480, 73136, 7282, 3654, 0.616659, 0.931483, 7386, 6304, 539, 468, 0.775317
17, 50, 35, 0.075910, 0.092576, 0.075910, 0.002830, 512, 0.269212, 0.380016, 256, 128, 64, 0.886331, 44066, 73419, 6999, 8068, 0.696427, 0.963530, 7542, 6619, 224, 312, 0.813298
18, 73, 61, 0.065068, 0.078925, 0.065068, 0.002815, 256, 0.170517, 0.305428, 128, 256, 64, 0.873250, 43249, 72502, 7916, 8885, 0.696098, 0.970674, 7555, 6711, 132, 299, 0.825281
19, 0, 0, 0, 0, 0, 0.009472, 128, 0.411328, 0.008747, 128, 64, 64, FAIL
20, 52, 36, 0.061618, 0.066643, 0.061618, 0.001490, 256, 0.006511, 0.495001, 256, 256, 128, 0.821217, 39685, 69169, 11249, 12449, 0.715210, 0.970402, 7592, 6670, 173, 262, 0.819847
21, 45, 27, 0.076244, 0.087632, 0.076244, 0.001564, 128, 0.160851, 0.498675, 256, 256, 128, 0.900152, 44585, 74732, 5686, 7549, 0.739379, 0.962713, 7544, 6605, 238, 310, 0.819146
22, 77, 37, 0.058652, 0.068531, 0.058652, 0.001374, 256, 0.026107, 0.498783, 256, 256, 128, 0.888346, 42487, 75265, 5153, 9647, 0.648548, 0.970538, 7557, 6707, 136, 297, 0.820191
23, 112, 27, 0.065163, 0.074128, 0.065163, 0.001243, 32, 0.030416, 0.444792, 256, 256, 128, 0.896169, 44054, 74735, 5683, 8080, 0.726313, 0.969450, 7564, 6684, 159, 290, 0.825566
24, 77, 43, 0.083503, 0.088089, 0.083503, 0.000172, 256, 0.005821, 0.450316, 256, 256, 128, 0.453203, 21706, 38367, 42051, 30428, 0.610431, 0.962169, 7564, 6577, 266, 290, 0.788389
25, 54, 14, 0.088676, 0.103841, 0.088676, 0.001074, 32, 0.145211, 0.374388, 256, 256, 128, 0.919473, 45175, 76703, 3715, 6959, 0.722652, 0.955841, 7508, 6540, 303, 346, 0.826538
26, 25, 13, 0.102804, 0.115921, 0.102804, 0.002223, 128, 0.219894, 0.410013, 256, 256, 128, 0.908557, 45504, 74927, 5491, 6630, 0.684155, 0.947132, 7365, 6555, 288, 489, 0.825280
27, 257, 65, 0.055030, 0.066193, 0.055030, 0.000791, 32, 0.315903, 0.350942, 256, 256, 128, 0.918243, 44593, 77122, 3296, 7541, 0.714996, 0.974008, 7615, 6700, 143, 239, 0.813245
28, 254, 75, 0.046156, 0.062373, 0.046156, 0.000617, 32, 0.314007, 0.331301, 256, 256, 128, 0.904709, 44218, 75703, 4715, 7916, 0.633702, 0.977138, 7675, 6686, 157, 179, 0.813010
29, 52, 16, 0.096750, 0.113424, 0.096750, 0.002078, 32, 0.308196, 0.319101, 64, 256, 128, 0.909432, 44340, 76207, 4211, 7794, 0.727107, 0.954412, 7481, 6546, 297, 373, 0.807165
Best model
{'batch_size': 32, 'dropout_rate': 0.14663551098307936, 'dropout_rate_1': 0.36511529352949673, 'layer': 256, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0002921490956005647}
