Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
19, 17, 18, 0.048048, 0.049831, 0.048048, 0.009472, 128, 0.411328, 0.008747, 128, 64, 64, 0.924867, 45337, 77256, 3162, 6797, 0.611973, 0.928965, 6941, 6712, 131, 913, 0.629890
20, 86, 71, 0.021696, 0.025305, 0.021696, 0.000494, 128, 0.158288, 0.499481, 64, 256, 128, 0.902016, 43175, 76389, 4029, 8959, 0.529862, 0.972443, 7499, 6793, 50, 355, 0.648308
21, 289, 99, 0.019289, 0.023015, 0.019289, 0.001400, 32, 0.006696, 0.497792, 64, 256, 256, 0.849523, 41806, 70800, 9618, 10328, 0.803783, 0.975029, 7543, 6787, 56, 311, 0.677453
22, 121, 71, 0.022168, 0.024821, 0.022168, 0.001450, 64, 0.005138, 0.448189, 64, 256, 128, 0.883329, 45122, 71965, 8453, 7012, 0.344673, 0.968769, 7436, 6802, 41, 418, 0.716189
23, 85, 27, 0.031605, 0.034160, 0.031605, 0.001243, 32, 0.224324, 0.004065, 256, 256, 128, 0.901827, 43625, 75914, 4504, 8509, 0.562643, 0.955569, 7244, 6800, 43, 610, 0.663760
24, 262, 128, 0.010331, 0.010024, 0.010331, 0.000210, 64, 0.051783, 0.060977, 64, 256, 256, 0.803526, 36408, 70101, 10317, 15726, 0.446242, 0.981357, 7594, 6829, 14, 260, 0.808203
25, 145, 71, 0.019612, 0.022360, 0.019612, 0.001755, 64, 0.057917, 0.058822, 64, 256, 256, 0.929416, 44721, 78475, 1943, 7413, 0.717787, 0.972920, 7501, 6798, 45, 353, 0.666136
26, 274, 129, 0.012082, 0.010219, 0.012082, 0.000116, 64, 0.025415, 0.051967, 64, 256, 256, 0.834691, 42646, 67994, 12424, 9488, 0.710105, 0.978431, 7550, 6830, 13, 304, 0.767648
27, 105, 52, 0.018671, 0.020406, 0.018671, 0.000791, 64, 0.101395, 0.028102, 64, 256, 256, 0.711343, 24113, 70177, 10241, 28021, 0.243915, 0.977002, 7556, 6803, 40, 298, 0.700941
28, 68, 32, 0.038086, 0.038320, 0.038086, 0.002180, 64, 0.305177, 0.096653, 64, 256, 256, 0.774624, 43039, 59639, 20779, 9095, 0.486610, 0.952439, 7263, 6735, 108, 591, 0.584783
29, 99, 60, 0.027759, 0.031269, 0.027759, 0.005486, 128, 0.033241, 0.179158, 64, 256, 256, 0.714391, 40125, 54569, 25849, 12009, 0.520523, 0.964891, 7384, 6797, 46, 470, 0.651622
Best model
{'batch_size': 64, 'dropout_rate': 0.05178254965400715, 'dropout_rate_1': 0.06097653968440731, 'layer': 64, 'layer_1': 256, 'layer_2': 256, 'lr': 0.00020965600853567584}
