Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
14, 44, 25, 0.033553, 0.040426, 0.033553, 0.009563, 256, 0.192026, 0.111628, 512, 256, 64, 0.881850, 45121, 71770, 8648, 7013, 0.783499, 0.958495, 7342, 6745, 98, 512, 0.666320
15, 77, 48, 0.026058, 0.031133, 0.026058, 0.006509, 256, 0.071629, 0.126271, 256, 256, 64, 0.923019, 44771, 77577, 2841, 7363, 0.691552, 0.967476, 7421, 6798, 45, 433, 0.662448
16, 51, 26, 0.046088, 0.044273, 0.046088, 0.006346, 512, 0.386524, 0.131952, 512, 256, 128, 0.833567, 43207, 67284, 13134, 8927, 0.535834, 0.952984, 7291, 6715, 128, 563, 0.525790
17, 77, 40, 0.032590, 0.036772, 0.032590, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, 0.907538, 44460, 75836, 4582, 7674, 0.595684, 0.957610, 7294, 6780, 63, 560, 0.687312
18, 36, 27, 0.031181, 0.040589, 0.031181, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, 0.547038, 39213, 33298, 47120, 12921, 0.697148, 0.955229, 7246, 6793, 50, 608, 0.732211
19, 25, 14, 0.048705, 0.052918, 0.048705, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, 0.917753, 46034, 75616, 4802, 6100, 0.514266, 0.939103, 7066, 6736, 107, 788, 0.578359
20, 323, 99, 0.019092, 0.022853, 0.019092, 0.000494, 32, 0.291633, 0.322042, 256, 256, 128, 0.934780, 45986, 77921, 2497, 6148, 0.507413, 0.977546, 7583, 6784, 59, 271, 0.628476
21, 135, 39, 0.029499, 0.035844, 0.029499, 0.001400, 32, 0.249215, 0.486980, 256, 256, 128, 0.759257, 38646, 61995, 18423, 13488, 0.490535, 0.962850, 7378, 6773, 70, 476, 0.643796
22, 102, 57, 0.024114, 0.027400, 0.024114, 0.001450, 128, 0.123513, 0.174389, 256, 256, 128, 0.921487, 44187, 77958, 2460, 7947, 0.815658, 0.969926, 7478, 6777, 66, 376, 0.650069
23, 250, 75, 0.024143, 0.027762, 0.024143, 0.001243, 32, 0.244258, 0.199341, 256, 256, 128, 0.912819, 43880, 77116, 3302, 8254, 0.561327, 0.970266, 7486, 6774, 69, 368, 0.598705
24, 252, 144, 0.017249, 0.019892, 0.017249, 0.000210, 128, 0.308370, 0.434057, 256, 256, 128, 0.892178, 42438, 75822, 4596, 9696, 0.193059, 0.972716, 7481, 6815, 28, 373, 0.702812
25, 238, 78, 0.021743, 0.025932, 0.021743, 0.001755, 32, 0.118397, 0.302012, 256, 256, 128, 0.833982, 45586, 64960, 15458, 6548, 0.584751, 0.971355, 7478, 6798, 45, 376, 0.636428
26, 280, 88, 0.021956, 0.024948, 0.021956, 0.000843, 32, 0.217330, 0.352640, 256, 256, 128, 0.910526, 45493, 75199, 5219, 6641, 0.451931, 0.972988, 7527, 6773, 70, 327, 0.616826
27, 19, 11, 0.054301, 0.066533, 0.054301, 0.002122, 128, 0.479462, 0.085480, 256, 256, 128, 0.930261, 44702, 78606, 1812, 7432, 0.633229, 0.921208, 6848, 6691, 152, 1006, 0.603987
28, 374, 108, 0.011338, 0.010834, 0.011338, 0.000152, 32, 0.147774, 0.002900, 256, 256, 128, 0.882989, 42242, 74800, 5618, 9892, 0.547288, 0.977342, 7528, 6836, 7, 326, 0.816900
29, 60, 35, 0.032863, 0.035255, 0.032863, 0.005486, 128, 0.095588, 0.001048, 256, 256, 128, 0.613261, 39708, 41581, 38837, 12426, 0.603932, 0.951555, 7180, 6805, 38, 674, 0.740757
Best model
{'batch_size': 32, 'dropout_rate': 0.14777389154284631, 'dropout_rate_1': 0.0028995264821763955, 'layer': 256, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0001520821930583229}
