Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
10, 38, 21, 0.084233, 0.090155, 0.084233, 0.000360, 128, 0.000503, 0.310194, 256, 256, 128, 0.738299, 43189, 54674, 25744, 8945, 0.610007, 0.961353, 7566, 6563, 280, 288, 0.794815
11, 41, 25, 0.076026, 0.084020, 0.076026, 0.003263, 128, 0.135355, 0.049615, 512, 128, 64, 0.873303, 43771, 71987, 8431, 8363, 0.637191, 0.962101, 7527, 6613, 230, 327, 0.813509
12, -, -, -, -, -, 0.007371, 512, 0.005863, 0.231039, 512, 256, 128, FAIL
13, 76, 36, 0.064344, 0.064226, 0.064344, 0.009717, 512, 0.003015, 0.154532, 512, 256, 64, 0.903985, 44149, 75676, 4742, 7985, 0.684155, 0.967544, 7586, 6634, 209, 268, 0.819311
14, -, -, -, -, -, 0.009563, 256, 0.192026, 0.111628, 512, 256, 64, FAIL
15, 23, 18, 0.084651, 0.098507, 0.084651, 0.006509, 256, 0.071629, 0.126271, 256, 256, 64, 0.915460, 45413, 75933, 4485, 6721, 0.788466, 0.959107, 7515, 6581, 262, 339, 0.819432
16, -, -, -, -, -, 0.006346, 512, 0.386524, 0.131952, 512, 256, 128, FAIL
17, 43, 24, 0.082196, 0.094430, 0.082196, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, 0.916146, 45070, 76367, 4051, 7064, 0.720971, 0.960196, 7505, 6607, 236, 349, 0.831418
18, 18, 12, 0.122181, 0.138355, 0.122181, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, 0.885147, 45241, 72087, 8331, 6893, 0.690291, 0.944410, 7483, 6397, 446, 371, 0.782200
19, -, -, -, -, -, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, FAIL
20, 45, 12, 0.108385, 0.126048, 0.108385, 0.001246, 32, 0.275304, 0.470429, 512, 256, 128, 0.901940, 46059, 73495, 6923, 6075, 0.684155, 0.945159, 7398, 6493, 350, 456, 0.825280
21, 26, 12, 0.575186, 0.624823, 0.575186, 0.008074, 512, 0.249215, 0.499938, 512, 256, 64, 0.935542, 48680, 75328, 5090, 3454, 0.371242, 0.875893, 7234, 5639, 1204, 620, 0.347831
22, 42, 11, 0.139285, 0.173449, 0.139285, 0.001878, 32, 0.102166, 0.186205, 512, 256, 128, 0.883246, 44800, 72276, 8142, 7334, 0.622296, 0.935837, 7450, 6304, 539, 404, 0.734412
23, 42, 20, 0.089245, 0.097934, 0.089245, 0.001349, 512, 0.039649, 0.391243, 512, 256, 64, 0.433950, 27135, 30386, 50032, 24999, 0.690270, 0.961829, 7529, 6607, 236, 325, 0.795239
24, 41, 11, 1.313723, 0.750786, 1.313723, 0.009983, 32, 0.247172, 0.436064, 512, 256, 128, 0.894826, 42605, 76006, 4412, 9529, 0.041446, 0.470844, 127, 6793, 50, 7727, 0.038555
25, 129, 61, 0.054853, 0.065167, 0.054853, 0.005274, 512, 0.122854, 0.179266, 512, 256, 64, 0.673743, 14190, 75116, 5302, 37944, 0.579845, 0.973940, 7634, 6680, 163, 220, 0.806873
26, -, -, -, -, -, 0.005347, 32, 0.119612, 0.196548, 512, 256, 64, FAIL
27, 40, 11, 0.905884, 0.656445, 0.905884, 0.007099, 32, 0.312668, 0.320422, 512, 256, 128, 0.902363, 49611, 69999, 10419, 2523, 0.121491, 0.911547, 7427, 5970, 873, 427, 0.181227
28, -, -, -, -, -, 0.005703, 512, 0.226020, 0.402153, 512, 256, 64, FAIL
29, -, -, -, -, -, 0.004751, 32, 0.148421, 0.343506, 256, 256, 128, FAIL
Best model
{'batch_size': 32, 'dropout_rate': 0.05864877623022119, 'dropout_rate_1': 0.42221220495036493, 'layer': 512, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0003581900508076567}
