Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
15, 30, 27, 0.066182, 0.078485, 0.066182, 0.006509, 256, 0.071629, 0.126271, 256, 256, 64, 0.912993, 43630, 77389, 3029, 8504, 0.530215, 0.971083, 7581, 6691, 152, 273, 0.819807
16, 58, 37, 0.087145, 0.102506, 0.087145, 0.006346, 512, 0.386524, 0.131952, 512, 256, 128, 0.929733, 46171, 77067, 3351, 5963, 0.665947, 0.962033, 7518, 6621, 222, 336, 0.813010
17, 63, 45, 0.064435, 0.079724, 0.064435, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, 0.940537, 45701, 78969, 1449, 6433, 0.332183, 0.969109, 7553, 6690, 153, 301, 0.813010
18, 37, 32, 0.071447, 0.087967, 0.071447, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, 0.932781, 47492, 76150, 4268, 4642, 0.461140, 0.968361, 7569, 6663, 180, 285, 0.813245
19, 19, 14, 0.104457, 0.133617, 0.104457, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, 0.910254, 46547, 74109, 6309, 5587, 0.702563, 0.949650, 7393, 6564, 279, 461, 0.825513
20, 177, 68, 0.055833, 0.066876, 0.055833, 0.000136, 32, 0.275304, 0.495001, 256, 256, 128, 0.925984, 45749, 76992, 3426, 6385, 0.576342, 0.973192, 7605, 6698, 145, 249, 0.819146
21, 141, 55, 0.065059, 0.078059, 0.065059, 0.001466, 32, 0.249215, 0.499853, 256, 256, 128, 0.940801, 46879, 77826, 2592, 5255, 0.536512, 0.967544, 7574, 6646, 197, 280, 0.819379
22, 87, 60, 0.058897, 0.064872, 0.058897, 0.001516, 128, 0.099654, 0.431636, 256, 256, 128, 0.903985, 45365, 74460, 5958, 6769, 0.360274, 0.971899, 7617, 6667, 176, 237, 0.813382
23, 107, 43, 0.053479, 0.065246, 0.053479, 0.001072, 32, 0.037136, 0.425880, 256, 256, 128, 0.902763, 42661, 77002, 3416, 9473, 0.441108, 0.975709, 7608, 6732, 111, 246, 0.825566
24, 238, 93, 0.041951, 0.052098, 0.041951, 0.000685, 32, 0.119319, 0.325181, 256, 256, 128, 0.719242, 30009, 65328, 15090, 22125, 0.245951, 0.980404, 7696, 6713, 130, 158, 0.807165
25, 113, 45, 0.053270, 0.067772, 0.053270, 0.001072, 32, 0.117830, 0.450585, 256, 256, 128, 0.941736, 46434, 78395, 2023, 5700, 0.386332, 0.974349, 7633, 6687, 156, 221, 0.813510
26, 167, 65, 0.057564, 0.069804, 0.057564, 0.001735, 32, 0.244311, 0.367167, 256, 256, 128, 0.924935, 44655, 77947, 2471, 7479, 0.621971, 0.972852, 7644, 6654, 189, 210, 0.813298
27, 132, 52, 0.060342, 0.074635, 0.060342, 0.002201, 32, 0.314411, 0.189071, 256, 256, 128, 0.930714, 46123, 77245, 3173, 6011, 0.635068, 0.971287, 7607, 6668, 175, 247, 0.813010
28, 289, 88, 0.045635, 0.055413, 0.045635, 0.000843, 32, 0.213936, 0.325489, 512, 256, 128, 0.948352, 47337, 78369, 2049, 4797, 0.461077, 0.977683, 7645, 6724, 119, 209, 0.813481
29, 196, 77, 0.056868, 0.068095, 0.056868, 0.005456, 32, 0.136637, 0.388509, 256, 256, 128, 0.917006, 44375, 77176, 3242, 7759, 0.613267, 0.973328, 7624, 6681, 162, 230, 0.813298
Best model
{'batch_size': 32, 'dropout_rate': 0.05864877623022119, 'dropout_rate_1': 0.42221220495036493, 'layer': 512, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0003581900508076567}
