Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
14, 25, 23, 0.091372, 0.102878, 0.091372, 0.005274, 256, 0.192026, 0.111628, 224, 128, 64, 0.895075, 44573, 74071, 6347, 7561, 0.696427, 0.956318, 7506, 6549, 294, 348, 0.825282
15, 23, 22, 0.083209, 0.093314, 0.083209, 0.007009, 256, 0.071629, 0.126271, 224, 128, 64, 0.899406, 43909, 75309, 5109, 8225, 0.727106, 0.959584, 7484, 6619, 224, 370, 0.813010
16, 21, 16, 0.108600, 0.131081, 0.108600, 0.006661, 512, 0.386524, 0.131952, 224, 128, 64, 0.911356, 45174, 75628, 4790, 6960, 0.747563, 0.947200, 7507, 6414, 429, 347, 0.790207
17, -, -, -, -, -, 0.008125, 128, 0.202404, 0.127487, 224, 128, 64, FAIL
18, -, -, -, -, -, 0.009613, 256, 0.170517, 0.305428, 224, 128, 64, FAIL
19, 76, 59, 0.071128, 0.080342, 0.071128, 0.000216, 128, 0.411328, 0.008747, 224, 128, 64, 0.550697, 42837, 30159, 50259, 9297, 0.727598, 0.968361, 7591, 6641, 202, 263, 0.813008
20, 20, 16, 0.099481, 0.108969, 0.099481, 0.001861, 128, 0.280862, 0.458101, 224, 128, 64, 0.896976, 44057, 74839, 5579, 8077, 0.733243, 0.955365, 7488, 6553, 290, 366, 0.800738
21, 39, 30, 0.077758, 0.092486, 0.077758, 0.001256, 128, 0.264140, 0.315383, 224, 128, 64, 0.881850, 45133, 71758, 8660, 7001, 0.714835, 0.963190, 7529, 6627, 216, 325, 0.819146
22, 38, 29, 0.085476, 0.090263, 0.085476, 0.000214, 128, 0.118023, 0.190026, 224, 128, 64, 0.434441, 26468, 31118, 49300, 25666, 0.634996, 0.961965, 7534, 6604, 239, 320, 0.794597
23, 49, 34, 0.058697, 0.065541, 0.058697, 0.002622, 128, 0.002288, 0.313837, 224, 128, 64, 0.611458, 38498, 42552, 37866, 13636, 0.415051, 0.973056, 7595, 6706, 137, 259, 0.819741
24, 23, 17, 0.092191, 0.107109, 0.092191, 0.003321, 128, 0.226992, 0.497503, 224, 128, 64, 0.893325, 44149, 74263, 6155, 7985, 0.739379, 0.956045, 7508, 6543, 300, 346, 0.825282
25, 62, 41, 0.077235, 0.087741, 0.077235, 0.001284, 128, 0.295011, 0.310859, 224, 128, 64, 0.892880, 44100, 74253, 6165, 8034, 0.678007, 0.962645, 7535, 6613, 230, 319, 0.813418
26, 20, 14, 0.094306, 0.102404, 0.094306, 0.002821, 128, 0.040368, 0.370395, 224, 128, 64, 0.851538, 43899, 68974, 11444, 8235, 0.733243, 0.952916, 7537, 6468, 375, 317, 0.831417
27, 37, 25, 0.075076, 0.092176, 0.075076, 0.004026, 128, 0.106290, 0.409672, 224, 128, 64, 0.895151, 43599, 75055, 5363, 8535, 0.745515, 0.966524, 7540, 6665, 178, 314, 0.813010
28, 23, 17, 0.092555, 0.100725, 0.092555, 0.000843, 128, 0.001654, 0.326226, 224, 128, 64, 0.556544, 43633, 30138, 50280, 8501, 0.567544, 0.959584, 7493, 6610, 233, 361, 0.794876
29, -, -, -, -, -, 0.001775, 32, 0.454322, 0.192436, 224, 128, 64, FAIL
Best model
{'batch_size': 128, 'dropout_rate': 0.0005026407453514459, 'dropout_rate_1': 0.3101937889491447, 'lr': 0.0011308994282420346, 'lr_1': 1, 'lr_2': 1, 'lr_3': 1, 'layer': 224, 'layer_1': 128, 'layer_2': 64}
