Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
17, 81, 34, 0.023465, 0.030579, 0.023465, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, 0.829534, 33221, 27734, 6477, 6049, 0.466127, 0.970880, 9873, 15866, 218, 554, 0.577640
18, 49, 26, 0.025850, 0.031505, 0.025850, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, 0.812754, 32234, 27488, 6723, 7036, 0.452941, 0.970126, 9852, 15867, 217, 575, 0.578668
19, 26, 11, 0.044326, 0.063156, 0.044326, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, 0.878513, 33798, 30756, 3455, 5472, 0.395963, 0.937913, 9098, 15767, 317, 1329, 0.549501
20, 133, 23, 0.027298, 0.030316, 0.027298, 0.000494, 32, 0.291633, 0.322042, 256, 256, 128, 0.820511, 32377, 27915, 6296, 6893, 0.420085, 0.966844, 9727, 15905, 179, 700, 0.562581
21, 304, 54, 0.025129, 0.031876, 0.025129, 0.001400, 32, 0.249215, 0.486980, 256, 256, 128, 0.800928, 30886, 27967, 6244, 8384, 0.475076, 0.969032, 9924, 15766, 318, 503, 0.510042
22, 152, 56, 0.020368, 0.022876, 0.020368, 0.001450, 128, 0.123513, 0.174389, 256, 256, 128, 0.827643, 33528, 27288, 6923, 5742, 0.478586, 0.975859, 10008, 15863, 221, 419, 0.536144
23, 155, 27, 0.027419, 0.031778, 0.027419, 0.001243, 32, 0.244258, 0.199341, 256, 256, 128, 0.840394, 33114, 28639, 5572, 6156, 0.433731, 0.966882, 9854, 15779, 305, 573, 0.530043
24, 199, 84, 0.016732, 0.020636, 0.016732, 0.000210, 128, 0.308370, 0.434057, 256, 256, 128, 0.817980, 32746, 27360, 6851, 6524, 0.478698, 0.975105, 9829, 16022, 62, 598, 0.680025
25, 172, 29, 0.024721, 0.032259, 0.024721, 0.001755, 32, 0.118397, 0.302012, 256, 256, 128, 0.775888, 29339, 27674, 6537, 9931, 0.458634, 0.971106, 9972, 15773, 311, 455, 0.512231
26, 213, 37, 0.023663, 0.027607, 0.023663, 0.000843, 32, 0.217330, 0.352640, 256, 256, 128, 0.824240, 34467, 26099, 8112, 4803, 0.521702, 0.972653, 9961, 15825, 259, 466, 0.519310
27, 47, 19, 0.042483, 0.038433, 0.042483, 0.002122, 128, 0.479462, 0.085480, 256, 256, 128, 0.854126, 31577, 31185, 3026, 7693, 0.350873, 0.950398, 9410, 15786, 298, 1017, 0.471145
28, 475, 85, 0.008070, 0.009677, 0.008070, 0.000152, 32, 0.147774, 0.002900, 256, 256, 128, 0.888025, 34506, 30747, 3464, 4764, 0.503715, 0.987930, 10139, 16052, 32, 288, 0.730849
29, 102, 44, 0.025014, 0.027069, 0.025014, 0.005486, 128, 0.095588, 0.001048, 256, 256, 128, 0.711749, 21627, 30673, 3538, 17643, 0.566697, 0.956320, 9333, 16020, 64, 1094, 0.793889
Best model
{'batch_size': 32, 'dropout_rate': 0.14777389154284631, 'dropout_rate_1': 0.0028995264821763955, 'layer': 256, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0001520821930583229}
