Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
10, 42, 18, 0.041471, 0.047312, 0.041471, 0.000360, 128, 0.000503, 0.310194, 256, 256, 128, 0.796832, 35354, 23198, 11013, 3916, 0.764357, 0.979895, 10123, 15855, 229, 304, 0.794843
11, 40, 17, 0.057531, 0.070091, 0.057531, 0.003263, 128, 0.135355, 0.049615, 512, 128, 64, 0.836243, 33596, 27852, 6359, 5674, 0.733243, 0.972276, 9984, 15792, 292, 443, 0.782330
12, 112, 42, 0.034485, 0.039440, 0.034485, 0.007371, 512, 0.005863, 0.231039, 512, 256, 128, 0.838244, 36692, 24903, 9308, 2578, 0.813655, 0.983139, 10135, 15929, 155, 292, 0.788466
13, -, -, -, -, -, 0.009717, 512, 0.003015, 0.154532, 512, 256, 64, FAIL
14, 42, 15, 0.076789, 0.083914, 0.076789, 0.009563, 256, 0.192026, 0.111628, 512, 256, 64, 0.875750, 35231, 29120, 5091, 4039, 0.727107, 0.964732, 9921, 15655, 429, 506, 0.782503
15, 59, 33, 0.042290, 0.049798, 0.042290, 0.006509, 256, 0.071629, 0.126271, 256, 256, 64, 0.891128, 34954, 30527, 3684, 4316, 0.727107, 0.979141, 10147, 15811, 273, 280, 0.794602
16, 47, 17, 0.078763, 0.086255, 0.078763, 0.006346, 512, 0.386524, 0.131952, 512, 256, 128, 0.858480, 31693, 31389, 2822, 7577, 0.628932, 0.960846, 9826, 15647, 437, 601, 0.763922
17, 163, 67, 0.033001, 0.045089, 0.033001, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, 0.768253, 35514, 20938, 13273, 3756, 0.739379, 0.984082, 10197, 15892, 192, 230, 0.782330
18, 52, 28, 0.056027, 0.066566, 0.056027, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, 0.824322, 31906, 28666, 5545, 7364, 0.708699, 0.971823, 9948, 15816, 268, 479, 0.776194
19, 31, 13, 0.084616, 0.095935, 0.084616, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, 0.862114, 32967, 30382, 3829, 6303, 0.690291, 0.957565, 9849, 15537, 547, 578, 0.776194
20, 275, 48, 0.037489, 0.048091, 0.037489, 0.001468, 32, 0.291633, 0.210651, 256, 256, 128, 0.740600, 33938, 20482, 13729, 5332, 0.770058, 0.982309, 10148, 15894, 190, 279, 0.788638
21, 165, 50, 0.041709, 0.054840, 0.041709, 0.001564, 64, 0.249215, 0.486980, 256, 256, 128, 0.816089, 36188, 23779, 10432, 3082, 0.745515, 0.980838, 10147, 15856, 228, 280, 0.782330
22, 397, 68, 0.028039, 0.035779, 0.028039, 0.001698, 32, 0.121197, 0.185522, 256, 256, 128, 0.699541, 34631, 16772, 17439, 4639, 0.819718, 0.986270, 10222, 15925, 159, 205, 0.782330
23, 412, 70, 0.025276, 0.034650, 0.025276, 0.000190, 32, 0.235743, 0.291332, 256, 256, 128, 0.786094, 34789, 22974, 11237, 4481, 0.734002, 0.987439, 10241, 15937, 147, 186, 0.782630
24, 242, 75, 0.031418, 0.044632, 0.031418, 0.002247, 64, 0.115463, 0.353731, 256, 256, 128, 0.703869, 36272, 15449, 18762, 2998, 0.806874, 0.983893, 10214, 15870, 214, 213, 0.788466
25, 186, 58, 0.024672, 0.031666, 0.024672, 0.000861, 64, 0.042807, 0.178564, 256, 256, 128, 0.778174, 36971, 20210, 14001, 2299, 0.782850, 0.989250, 10295, 15931, 153, 132, 0.788764
26, 408, 70, 0.033886, 0.039918, 0.033886, 0.000996, 32, 0.296209, 0.077282, 256, 256, 128, 0.589962, 33149, 10202, 24009, 6121, 0.758096, 0.982913, 10183, 15875, 209, 244, 0.782330
27, 399, 69, 0.031231, 0.041978, 0.031231, 0.002201, 32, 0.123692, 0.443543, 256, 256, 128, 0.692465, 35291, 15592, 18619, 3979, 0.794773, 0.984497, 10217, 15883, 201, 210, 0.788466
28, 74, 17, 0.057840, 0.066288, 0.057840, 0.002224, 64, 0.200504, 0.002900, 512, 256, 128, 0.858671, 35854, 27242, 6969, 3416, 0.721670, 0.973294, 9950, 15853, 231, 477, 0.788709
29, 136, 43, 0.038675, 0.052259, 0.038675, 0.005303, 64, 0.154020, 0.276305, 256, 256, 128, 0.731903, 36042, 17739, 16472, 3228, 0.794843, 0.982121, 10157, 15880, 204, 270, 0.788466
Best model
{'batch_size': 32, 'dropout_rate': 0.15558215712484352, 'dropout_rate_1': 0.10335018012758562, 'layer': 256, 'layer_1': 256, 'layer_2': 128, 'lr': 0.0002921490956005647}
