Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
13, 42, 33, 0.068288, 0.081738, 0.068288, 0.009717, 512, 0.380201, 0.321564, 256, 128, 64, 0.841483, 34235, 27598, 6613, 5035, 0.720971, 0.965147, 9891, 15696, 388, 536, 0.770058
14, 23, 21, 0.067459, 0.077898, 0.067459, 0.009563, 256, 0.192026, 0.111628, 128, 128, 64, 0.818688, 31100, 29058, 5153, 8170, 0.714835, 0.968466, 9911, 15764, 320, 516, 0.776194
15, 26, 28, 0.051304, 0.063913, 0.051304, 0.006509, 256, 0.071629, 0.126271, 64, 128, 64, 0.858943, 33938, 29178, 5033, 5332, 0.678640, 0.974011, 9968, 15854, 230, 459, 0.788466
16, 29, 38, 0.058727, 0.070379, 0.058727, 0.006346, 512, 0.240367, 0.207741, 64, 128, 128, 0.826567, 37043, 23694, 10517, 2227, 0.684155, 0.972238, 10053, 15722, 362, 374, 0.776194
17, 35, 29, 0.056589, 0.068849, 0.056589, 0.002830, 512, 0.269212, 0.380016, 256, 128, 64, 0.847729, 34533, 27759, 6452, 4737, 0.745515, 0.970729, 9939, 15796, 288, 488, 0.776194
18, 47, 34, 0.054250, 0.060894, 0.054250, 0.002815, 256, 0.170517, 0.305428, 128, 256, 64, 0.836761, 33176, 28310, 5901, 6094, 0.666092, 0.973860, 9999, 15819, 265, 428, 0.788638
19, 0, 0, 0, 0, 0, 0.009472, 128, 0.411328, 0.008747, 128, 64, 64, FAIL
20, 38, 21, 0.059056, 0.063582, 0.059056, 0.000494, 128, 0.158288, 0.499481, 64, 256, 128, 0.829589, 35991, 24968, 9243, 3279, 0.739379, 0.972653, 9910, 15876, 208, 517, 0.782330
21, 134, 29, 0.043492, 0.049011, 0.043492, 0.001400, 32, 0.006696, 0.497792, 64, 256, 256, 0.779807, 34442, 22859, 11352, 4828, 0.782330, 0.976840, 10120, 15777, 307, 307, 0.788466
22, 75, 30, 0.039572, 0.046516, 0.039572, 0.001450, 64, 0.005138, 0.448189, 64, 256, 128, 0.862550, 35372, 28009, 6202, 3898, 0.770058, 0.980650, 10132, 15866, 218, 295, 0.788709
23, 178, 30, 0.040432, 0.050633, 0.040432, 0.001243, 32, 0.224324, 0.004065, 256, 256, 128, 0.793824, 35333, 22998, 11213, 3937, 0.801550, 0.979669, 10142, 15830, 254, 285, 0.782330
24, 152, 53, 0.021062, 0.026886, 0.021062, 0.000210, 64, 0.051783, 0.060977, 64, 256, 256, 0.727780, 35723, 17755, 16456, 3547, 0.820349, 0.990608, 10289, 15973, 111, 138, 0.789010
25, 126, 43, 0.033723, 0.039809, 0.033723, 0.001755, 64, 0.057917, 0.058822, 64, 256, 256, 0.782434, 36063, 21431, 12780, 3207, 0.832623, 0.983743, 10158, 15922, 162, 269, 0.788709
26, 220, 76, 0.017643, 0.021461, 0.017643, 0.000116, 64, 0.025415, 0.051967, 64, 256, 256, 0.657517, 31263, 17052, 17159, 8007, 0.759695, 0.992192, 10327, 15977, 107, 100, 0.789010
27, 62, 22, 0.044819, 0.051571, 0.044819, 0.002201, 64, 0.020870, 0.045043, 64, 256, 256, 0.789674, 37434, 20592, 13619, 1836, 0.856458, 0.977594, 10047, 15870, 214, 380, 0.788466
28, 103, 36, 0.056750, 0.058209, 0.056750, 0.000843, 64, 0.318724, 0.094574, 64, 256, 256, 0.851962, 35132, 27471, 6740, 4138, 0.703136, 0.974803, 10011, 15832, 252, 416, 0.795326
29, 37, 16, 0.056537, 0.063442, 0.056537, 0.005500, 128, 0.031388, 0.031960, 64, 256, 256, 0.881779, 36231, 28563, 5648, 3039, 0.765138, 0.972427, 9975, 15805, 279, 452, 0.788638
Best model
{'batch_size': 64, 'dropout_rate': 0.02541460838093053, 'dropout_rate_1': 0.051966629430952205, 'layer': 64, 'layer_1': 256, 'layer_2': 256, 'lr': 0.00011558070247838289}
